OBJECTID,Id_Jardin,Nombre,Barrio,Tipologia,Area,Zona,Distrito_Municipal,geo_point_2d
2197,99100413,Pio XII Av - De les Corts Valencianes Av,CAMPANAR,Acompañamiento Viario,12460.27953909,NORTE,CAMPANAR,"39.48407119747995, -0.39481041416861884"
2198,99101238,Alameda Pso - Eduardo Boscá C (Rotonda Ripollés),PENYA-ROJA,Acompañamiento Viario,2969.40647052,NORTE,CAMINS AL GRAU,"39.463941549917244, -0.35834642646102705"
2200,99101705,Iglesia Pl (Poble Nou),POBLE NOU,Jardines,940.897558235,NORTE,POBLATS DEL NORD,"39.50294806108423, -0.38254532343319464"
2203,99101644,Louis Braille C - Cora Raga C (Platabanda),BENICALAP,Acompañamiento Viario,88.349821845,NORTE,BENICALAP,"39.496143876761515, -0.3952335949351341"
2205,99100610,Llano del Real C,EXPOSICION,Acompañamiento Viario,1156.02618583,NORTE,PLA DEL REIAL,"39.477378516048525, -0.3675546808051808"
2207,99101716,Juan Bautista Pastor C (Borbotó),BORBOTO,Jardines,3205.70771794,NORTE,POBLATS DEL NORD,"39.51482345664683, -0.38951257718825055"
2209,99101106,Fuente Podrida C - Doctor Lluch C,CABANYAL-CANYAMELAR,Jardines,4085.740946395,NORTE,POBLATS MARITIMS,"39.465089574876096, -0.32813613160553917"
2211,99101326,Doctor Manuel Candela C (II),L'AMISTAT,Bulevar,1895.38011858,NORTE,ALGIROS,"39.47195475561615, -0.3486487132989484"
2214,99101120,Río Pisuerga C,LA MALVA-ROSA,Jardines,5282.373403695,NORTE,POBLATS MARITIMS,"39.4783411347095, -0.3306780142829656"
2219,99101115,Plaza Músico Antonio Eximeno,LA MALVA-ROSA,Jardines,6222.25666511,NORTE,POBLATS MARITIMS,"39.47852580862667, -0.3321883926022739"
2220,99101314,Pintor Anglada Pl,L'ILLA PERDUDA,Jardines,1218.17772133,NORTE,ALGIROS,"39.470557533802186, -0.3395705920192739"
2224,99101541,Reverendo Jose María Pinazo C,SANT LLORENS,Acompañamiento Viario,282.000081425,NORTE,RASCANYA,"39.48836703990258, -0.3653814461520357"
2225,99101403,Prudenci Alcón i Mateu C,BENIMACLET,Acompañamiento Viario,601.642047845,NORTE,BENIMACLET,"39.485171303429034, -0.3549942606821912"
2228,99101617,Serra Agullent C,BENICALAP,Acompañamiento Viario,330.617698685,NORTE,BENICALAP,"39.493881675324246, -0.3981833644246668"
2229,99100505,Molinell C,TRINITAT,Acompañamiento Viario,1075.63716068,NORTE,SAIDIA,"39.48493553890627, -0.3675901451142982"
2231,99100534,Ruaya C - Platero Suárez C,MORVEDRE,Jardines,3194.98523323,NORTE,SAIDIA,"39.485204822729784, -0.3741638639059745"
2232,99100502,Santa Mónica Pl,MORVEDRE,Jardines,306.84963612,NORTE,SAIDIA,"39.48170237856117, -0.374816319384426"
2233,99101121,Esteban Ballester C,BETERO,Acompañamiento Viario,343.44391616,NORTE,POBLATS MARITIMS,"39.47125637929468, -0.33669160651643765"
2234,99101131,Ibiza C - Profesor Vicente Llorens Castillo C,EL GRAU,Jardines,3995.090431695,NORTE,POBLATS MARITIMS,"39.46065807273931, -0.3395335686129679"
2238,99101328,Emilio Attard Pl,CIUTAT JARDI,Acompañamiento Viario,1952.706459415,NORTE,ALGIROS,"39.4739461381143, -0.3477952951887803"
2240,99101428,Murta C - Poeta Blas de Otero C,CAMI DE VERA,Jardines,1119.479162825,NORTE,BENIMACLET,"39.48602822546091, -0.35552947123995543"
2241,99100436,Tamarindos Av,SANT PAU,Jardines,4672.864067455,NORTE,CAMPANAR,"39.476385009104014, -0.4020914093940537"
2251,99100423,Doctor Nicasio Benlloch C - Burjasot Av,EL CALVARI,Acompañamiento Viario,1442.68042369,NORTE,CAMPANAR,"39.48820350588315, -0.3897292090133936"
2255,99101337,Doctor Modesto Cogollos Pl,L'AMISTAT,Jardines,166.255690905,NORTE,ALGIROS,"39.4745293247584, -0.35167910588841184"
2256,99101123,Carola Reig Salva Pl,BETERO,Jardines,1142.09883103,NORTE,POBLATS MARITIMS,"39.47040760845033, -0.3385797696798371"
2257,99101520,Alfahuir C,SANT LLORENS,Bulevar,26787.71228343,NORTE,RASCANYA,"39.491053673306524, -0.3630558058944522"
2261,99101616,Vicente Badia i Marin (Cronista Valencià) Pl,BENICALAP,Jardines,3640.84907034,NORTE,BENICALAP,"39.49766248854052, -0.38225423929120783"
2262,99100601,Alameda Pso,MESTALLA,Jardines,53044.25216077,NORTE,PLA DEL REIAL,"39.47308874847026, -0.36435137030540027"
2265,99100528,Doctor Olóriz C - Vicente Peris C,TORMOS,Acompañamiento Viario,400.90578849,NORTE,SAIDIA,"39.48936563955395, -0.38172696658101457"
2266,99101816,Senda Secanet (Rotonda),BENIMAMET,Jardines,248.243130205,NORTE,POBLATS DE L`OEST,"39.50013111583329, -0.42214315089953613"
2270,99100506,Sagunto C - Maximiliano Thous C,SANT ANTONI,Acompañamiento Viario,1205.8985389,NORTE,SAIDIA,"39.48790942823897, -0.37543388312333215"
2274,99100454,Jorge Comín (Metge Pediatra) C,SANT PAU,Jardines,7088.54580853,NORTE,CAMPANAR,"39.47970372023523, -0.4043924016351774"
2281,99101418,Emilio Baró Av - Masquefa C,CAMI DE VERA,Jardines,1235.23881669,NORTE,BENIMACLET,"39.491970634601635, -0.35857114619500535"
2291,99101212,Marino Albesa C - Industria C,AIORA,Jardines,3044.55662448,NORTE,CAMINS AL GRAU,"39.46510688421944, -0.3435174794592474"
2292,99101405,Iglesia de Benimaclet Pl,BENIMACLET,Acompañamiento Viario,128.055004615,NORTE,BENIMACLET,"39.48637203687835, -0.35922656520029106"
2293,99101651,Jose Grollo C,BENICALAP,Acompañamiento Viario,343.56469406,NORTE,BENICALAP,"39.49456998208245, -0.3939926131501349"
2294,99100415,Grabador Enguídanos C (Jardín de Paco Llosa),CAMPANAR,Jardines,2512.433074475,NORTE,CAMPANAR,"39.4801920181041, -0.3968208175093647"
2303,99101330,Honduras Pl (5 Plazas),CIUTAT JARDI,Jardines,6893.886933995,NORTE,ALGIROS,"39.473875322291384, -0.3440665664347754"
2308,99100616,Aragón Av (I) (Mártires Riada),MESTALLA,Acompañamiento Viario,3847.30259708,NORTE,PLA DEL REIAL,"39.46935411873712, -0.359628917513485"
2314,99101706,Antonio Lázaro C - Ferrer y Bigne C - Benifaraig a Moncada Cmno,BENIFARAIG,Acompañamiento Viario,27.67244554,NORTE,POBLATS DEL NORD,"39.53022592771068, -0.38611468922974507"
2315,99100501,Jardines Del Real,TRINITAT,Jardines,179989.03941615,NORTE,SAIDIA,"39.480568401609425, -0.3676603183010554"
2316,99100619,Bélgica C - Aragón Av,MESTALLA,Acompañamiento Viario,4774.289339835,NORTE,PLA DEL REIAL,"39.47350162579999, -0.3563095881259063"
2320,99101608,Félix del Río C - Juan XXIII Av,BENICALAP,Jardines,641.17358327,NORTE,BENICALAP,"39.49094695574779, -0.3828103742808626"
2321,99101122,Iglesia De Vera C,LA MALVA-ROSA,Jardines,5480.269635235,NORTE,POBLATS MARITIMS,"39.48421116847026, -0.32932374770118866"
2323,99101629,Poeta Serrano Clavero C - General Llorens C,BENICALAP,Jardines,3069.502912095,NORTE,BENICALAP,"39.49375016468951, -0.3877823028776165"
1165,99110709,BRASIL C,NOU MOLES,Acompañamiento Viario,460.048455845,SUR,OLIVERETA,"39.472258626188065, -0.39979781509356366"
1175,99110827,DELS LLANTERNERS C (MEDIANERA),VARA DE QUART,Acompañamiento Viario,457.721006785,SUR,PATRAIX,"39.46205768478138, -0.40867806456143657"
1187,99110302,HORTICULTOR CORSET PL,PETXINA,Jardines,3668.150849935,SUR,EXTRAMURS,"39.472891850566455, -0.3929420348699387"
1195,99122004,JARDIN DEL TURIA (TRAMO 4),CAUCE DEL TURIA,Parques Urbanos,104481.474473295,NORTE,CAUCE DEL TURIA,"39.479391084197545, -0.3871469475102921"
1207,99111024,FUENTE SAN LUIS (POLIGONO),NA ROVELLA,Acompañamiento Viario,18537.746175745,SUR,QUATRE CARRERES,"39.45076011454874, -0.3671454711959051"
1208,99110132,POZO C,CARME,Acompañamiento Viario,150.00412552,SUR,CIUTAT VELLA,"39.47861134754512, -0.3802699194157196"
1218,99110133,RECAREDO C (SOBRE APARCAMIENTO),PILAR,Jardines,1136.73167403,SUR,CIUTAT VELLA,"39.47245844492567, -0.3820081963939305"
1224,99110737,DE ARCHENA C - DE YATOVA C (SALA HIPOSTILA),SOTERNES,Jardines,6950.972759035,SUR,OLIVERETA,"39.4722986223368, -0.4083043174657716"
1236,99111059,JESUS MORANTE BORRAS (I) (II) AV (LA PUNTA),PUNTA,Jardines,1494.468097505,SUR,QUATRE CARRERES,"39.447021819800476, -0.34394886840263683"
1239,99120612,JARDINES DE TABACALERA,EXPOSICION,Parques Urbanos,2566.59786138,NORTE,PLA DEL REIAL,"39.47432048006942, -0.3613471734100718"
1252,99110809,CAMPANERS C - ACTOR DANIEL BENITEZ C,SAFRANAR,Jardines,718.969111485,SUR,PATRAIX,"39.45755281605557, -0.400762602229753"
1261,99110311,PALLETER C - SANCHIS SIVERA C - CUENCA C,ARRANCAPINS,Acompañamiento Viario,270.194672345,SUR,EXTRAMURS,"39.46881140366864, -0.3861196729987591"
1263,99111015,CERAMISTA JAUME SCALS C,NA ROVELLA,Jardines,3588.5555615,SUR,QUATRE CARRERES,"39.45014892555713, -0.3686707623099865"
1275,99111070,JARDIN M-12 (PAI MALILLA NORTE),MALILLA,Jardines,5077.6566224,SUR,QUATRE CARRERES,"39.446313727321126, -0.37554833356627093"
1278,99110213,PINTOR SALVADOR ABRIL-PEDRO III EL GRANDE,RUSSAFA,Jardines,65.79250479,SUR,L´EIXAMPLA,"39.462482373089614, -0.3700287602963064"
1286,99111945,REUS PARRA C (JARDI DE LA FONT),LA TORRE,Jardines,414.28475048,SUR,POBLES DEL SUD,"39.43469827513847, -0.3899258553434963"
1288,99122003,JARDIN DEL TURIA (TRAMO 3),CAUCE DEL TURIA,Parques Urbanos,81265.07700018,NORTE,CAUCE DEL TURIA,"39.47696047869882, -0.39367652665432706"
1294,99111910,PUERTO DE LA ALBUFERA C (EMBARCADERO SALER),SALER,Jardines,4525.2160492,SUR,POBLES DEL SUD,"39.38296410401785, -0.3339997006528534"
1295,99122002,JARDIN DEL TURIA (TRAMO 2),CAUCE DEL TURIA,Parques Urbanos,82363.962037525,TURIA,CAUCE DEL TURIA,"39.47496377719396, -0.39960537445096916"
1301,99111021,EBANISTA CASELLES C - CARRERA FUENTE SAN LUIS,NA ROVELLA,Jardines,660.946485615,SUR,QUATRE CARRERES,"39.450694361205734, -0.3704153974354058"
1315,99110817,ENRIQUE GRANADOS PL,PATRAIX,Jardines,15393.058993665,SUR,PATRAIX,"39.46166378596787, -0.39502241846521197"
1322,99110212,DOCTOR LANDETE PL,RUSSAFA,Jardines,99.323698675,SUR,L´EIXAMPLA,"39.463004683798, -0.37181842383714286"
1431,99110145,MORELLA C - RAGA C,CARME,Jardines,29.17839049,SUR,CIUTAT VELLA,"39.47800467983153, -0.3797116608436552"
1648,99111035,JOAQUIN BENLLOCH C (FUENTE AJARDINADA),MALILLA,Acompañamiento Viario,2896.60081809,SUR,QUATRE CARRERES,"39.45345618353501, -0.3760863880722651"
1800,99120311,JARDIN DE LAS ESPERIDES,BOTANIC,Parques Urbanos,4341.584410215,SUR,EXTRAMURS,"39.47749102408402, -0.3882431517567986"
1329,99110739,VIEJO XIRIVELLA CNO - DEL CID AV,SOTERNES,Jardines,1328.72398498,SUR,OLIVERETA,"39.470233839675, -0.41452044141055266"
1333,99110146,HORT D'EN CENDRA,CARME,Jardines,180.74761469,SUR,CIUTAT VELLA,"39.479197867781544, -0.3815973824002008"
1337,99111014,CENTRO COMERCIAL EL SALER,CIUTAT DE LES ARTS I DE LES CIENCIES,Acompañamiento Viario,6047.472400895,SUR,QUATRE CARRERES,"39.45232843841403, -0.35537352581039994"
1356,99111943,ADOR C - FIGUERETA C (AREA ESPARCIMIENTO CANINO),CASTELLAR-L'OLIVERAL,Parques Urbanos,444.24614745,SUR,POBLES DEL SUD,"39.43174941911241, -0.3613591149993281"
1360,99111924,PINTOR JOAN MIRO C (I) - CASTILLO DE CULLERA C,TORREFIEL,Jardines,1320.625396835,SUR,RASCANYA,"39.436692304344504, -0.3923870168213379"
1380,99110838,DR PEREZ FELIU C - EMILIO LLUCH C (ISLETA),VARA DE QUART,Acompañamiento Viario,120.47388551,SUR,PATRAIX,"39.4606905868359, -0.40281566194611435"
1385,99111003,ARABISTA AMBROSIO HUICI C,NA ROVELLA,Jardines,6227.29472881,SUR,QUATRE CARRERES,"39.455003484248834, -0.36392152526101834"
1393,99110910,GRUPO DE VIVIENDAS ENTRE SAN VICENTE C - DOCTOR TOM,SANT MARCEL.LI,Acompañamiento Viario,677.722393395,SUR,JESUS,"39.4473379191184, -0.3866548126312535"
1403,99110934,SEGOVIA PL,HORT DE SENABRE,Jardines,5364.68493923,SUR,JESUS,"39.44873290431519, -0.3911196683296741"
1409,99111077,ROTONDA CARRETERA DEL RIU - DEPURADORA,LA PUNTA,Acompañamiento Viario,933.298081365,SUR,QUATRE CARRERES,"39.430567408573644, -0.34211884865749725"
1411,99120522,JARDIN ALMASSORA,MORVEDRE,Acompañamiento Viario,14475.552954155,NORTE,SAIDIA,"39.48546200665241, -0.37071270923016086"
1428,99111019,DOCTOR WAKSMAN AV.-CARRERA FUENTE SAN LUIS,EN CORTS,Parques Urbanos,1104.759630405,SUR,QUATRE CARRERES,"39.45584516074586, -0.37079542100193985"
1441,99110901,ALQUERIA BENIMASOT - RAFAEL LAPESA MELGAR C,CAMI REAL,Jardines,3865.767658875,SUR,JESUS,"39.43928985577929, -0.38770817815108205"
1446,99111902,ADOR - JOSE SIURANA C,CASTELLAR-L'OLIVERAL,Jardines,1289.77908108,SUR,POBLES DEL SUD,"39.42911360287945, -0.3620158890863578"
1447,99111104,FRANCISCO FALCONS C,NATZARET,Jardines,1395.35121255,SUR,POBLATS MARITIMS,"39.44752465019797, -0.3343601658441862"
1453,99110929,PRIMERO DE MAYO C,CREU COBERTA,Acompañamiento Viario,2067.03095656,SUR,JESUS,"39.449345106931986, -0.38855736263915913"
1463,99111016,DOCTOR CARLOS CABALLER LANCRY C,MALILLA,Acompañamiento Viario,377.051997545,SUR,QUATRE CARRERES,"39.45403343465986, -0.3796934722154712"
1471,99122007,JARDIN DEL TURIA (TRAMO 7),CAUCE DEL TURIA,Parques Urbanos,46050.920424215,TURIA,CAUCE DEL TURIA,"39.47985279447364, -0.37407627553784867"
1476,99111062,VICENTE ALCOBER COLOMA (CENTRO DE MAYORES MONTEOLIVETE) PL,MONT-OLIVET,Jardines,108.81982726,SUR,QUATRE CARRERES,"39.46128198507939, -0.3637963710552827"
1479,99110710,BULEVAR SUR (I) (DEL CID AV - TRES FORQUES C),FONTSANTA,Bulevar,25577.976564815,SUR,OLIVERETA,"39.46645976410425, -0.40596149096815026"
1480,99111947,CASTILLO CULLERA C- FDO.CABEDO TORRENTS (AREA ESPARCIMIENTO CANINO),LA TORRE,Parques Urbanos,314.0587881,SUR,POBLES DEL SUD,"39.433794177954006, -0.39274935222146756"
1481,99110110,CENTENAR DE LA PLOMA PL,CARME,Jardines,1039.629761485,SUR,CIUTAT VELLA,"39.47814562333755, -0.37919399835921974"
1489,99110711,BURGOS C - PINTOR STOLZ C - CASTILLO DE BENISANO C,NOU MOLES,Acompañamiento Viario,451.252786575,SUR,OLIVERETA,"39.46982577657226, -0.3994547748876538"
1492,99121623,A3,CIUTAT FALLERA,Parques Urbanos,2687.68615207,NORTE,BENICALAP,"39.497027286801426, -0.4005001575522114"
1502,99110319,VANNES PL,ROQUETA,Jardines,1224.927621035,SUR,EXTRAMURS,"39.46833966120997, -0.3829438837316787"
1506,99111936,TREMOLAR CMNO - DOCTOR RUIZ Y COMES AV,CASTELLAR-L'OLIVERAL,Jardines,2422.24310947,SUR,POBLES DEL SUD,"39.42414565960833, -0.36238516052599723"
1508,99122008,JARDIN DEL TURIA (TRAMO 8),CAUCE DEL TURIA,Parques Urbanos,63100.9994606,TURIA,CAUCE DEL TURIA,"39.47777005557508, -0.37075764105251285"
1509,99110935,SORIA C - INGENIERO JOSE SIRERA C,SANT MARCEL.LI,Jardines,1834.31873477,SUR,JESUS,"39.445933003781974, -0.38762402482219344"
1520,99111107,MASCARAT C,NATZARET,Acompañamiento Viario,172.708396375,SUR,POBLATS MARITIMS,"39.44742714368139, -0.3316042517134662"
1525,99110932,ROTONDA JERONIMO MUÑOZ - URUGUAY C,RAIOSA,Acompañamiento Viario,200.04251637,SUR,JESUS,"39.459001812139746, -0.38683928267582895"
1531,99110735,ROURE VALENCIA C - JOSE MARIA BAYARRI C,LLUM,Acompañamiento Viario,157.428643375,SUR,OLIVERETA,"39.468451711470316, -0.4119876617341981"
