FECHA,HORA,Pres.,R.Sol.,Precip.,Veloc.,Direc.,Temp.,H.Rel.,Veloc.máx.
2025-01-01,0,1028.0,0.0,"5,7","0,7",358.0,"10,9",97.0,"2,2"
2025-01-01,1,1027.0,0.0,0,"1,3",285.0,"10,6",98.0,"3,5"
2025-01-01,2,1027.0,0.0,0,"0,9",287.0,"10,3",98.0,"2,8"
2025-01-01,3,1027.0,0.0,0,"0,6",277.0,"9,9",99.0,"1,5"
2025-01-01,4,1027.0,0.0,0,"0,9",264.0,"9,7",99.0,"1,8"
2025-01-01,5,1026.0,0.0,0,"0,7",282.0,"9,8",99.0,"2,1"
2025-01-01,6,1026.0,0.0,0,"0,9",265.0,"9,5",99.0,"1,7"
2025-01-01,7,1027.0,0.0,"0,9","0,7",243.0,"9,4",98.0,"1,3"
2025-01-01,8,1027.0,0.0,"2,5","0,9",264.0,"9,4",99.0,"1,6"
2025-01-01,9,1027.0,33.0,"0,3","0,5",289.0,"10,5",99.0,"1,4"
2025-01-01,10,1027.0,77.0,0,1,288.0,"11,2",98.0,3
2025-01-01,11,1028.0,90.0,"0,3","1,1",281.0,"11,6",98.0,"3,3"
2025-01-01,12,1027.0,120.0,0,"0,6",291.0,"12,8",97.0,"2,2"
2025-01-01,13,1026.0,114.0,0,1,329.0,"13,8",94.0,"3,6"
2025-01-01,14,1026.0,142.0,0,"1,6",9.0,"14,3",87.0,"4,4"
2025-01-01,15,1025.0,184.0,0,"2,1",7.0,"15,3",80.0,"5,2"
2025-01-01,16,1025.0,63.0,0,"1,5",346.0,"14,7",81.0,"4,4"
2025-01-01,17,1025.0,3.0,0,"0,8",328.0,"14,2",81.0,"2,2"
2025-01-01,18,1025.0,0.0,"2,1","1,5",5.0,"13,1",84.0,"3,9"
2025-01-01,19,1026.0,0.0,"0,9","0,8",276.0,"12,3",91.0,2
2025-01-01,20,1026.0,0.0,"0,3","0,3",267.0,"12,4",92.0,1
2025-01-01,21,1026.0,0.0,0,"0,3",290.0,"12,3",94.0,"0,6"
2025-01-01,22,1026.0,0.0,0,"0,6",264.0,"11,9",94.0,"1,4"
2025-01-01,23,1026.0,0.0,0,"0,6",251.0,"11,7",94.0,"1,1"
2025-01-02,0,1025.0,0.0,0,"0,4",256.0,"11,6",94.0,"0,8"
2025-01-02,1,1025.0,0.0,0,"0,4",237.0,"11,1",94.0,"0,9"
2025-01-02,2,1024.0,0.0,0,"0,9",236.0,"10,4",95.0,"1,6"
2025-01-02,3,1024.0,0.0,0,"1,4",256.0,"9,9",96.0,"2,5"
2025-01-02,4,1024.0,0.0,0,"1,7",246.0,"9,3",94.0,3
2025-01-02,5,1024.0,0.0,0,"1,9",243.0,"8,9",93.0,"3,4"
2025-01-02,6,1024.0,0.0,0,"1,5",245.0,"8,5",91.0,"2,8"
2025-01-02,7,1024.0,0.0,0,"1,3",223.0,8,90.0,"2,8"
2025-01-02,8,1024.0,0.0,0,"1,3",224.0,"7,8",91.0,"2,5"
2025-01-02,9,1024.0,61.0,0,"1,4",222.0,"9,2",89.0,"2,9"
2025-01-02,10,1025.0,187.0,0,"2,2",232.0,"11,2",81.0,"4,5"
2025-01-02,11,1025.0,324.0,0,2,228.0,"13,3",74.0,"4,4"
2025-01-02,12,1024.0,407.0,0,"2,4",215.0,"15,4",63.0,"5,5"
2025-01-02,13,1023.0,425.0,0,"2,5",201.0,"16,8",55.0,"5,9"
2025-01-02,14,1022.0,402.0,0,"4,2",211.0,"17,1",54.0,"9,7"
2025-01-02,15,1021.0,303.0,0,"3,3",206.0,"17,7",52.0,"7,4"
2025-01-02,16,1021.0,167.0,0,"3,5",202.0,"17,6",52.0,"7,9"
2025-01-02,17,1021.0,32.0,0,3,204.0,"16,2",56.0,"7,3"
2025-01-02,18,1021.0,0.0,0,"1,3",196.0,"14,4",63.0,3
2025-01-02,19,1021.0,0.0,0,"0,9",186.0,"13,1",68.0,"1,8"
2025-01-02,20,1022.0,0.0,0,"0,8",201.0,"12,4",71.0,"1,6"
2025-01-02,21,1022.0,0.0,0,"0,2",215.0,"11,9",71.0,"0,3"
2025-01-02,22,1022.0,0.0,0,"0,7",222.0,"11,6",69.0,"1,2"
2025-01-02,23,1022.0,0.0,0,"0,5",198.0,"11,1",70.0,"1,1"
2025-01-03,0,1022.0,0.0,0,"0,9",199.0,"10,3",72.0,"1,7"
2025-01-03,1,1021.0,0.0,0,"0,8",216.0,"9,8",71.0,"1,8"
2025-01-03,2,1021.0,0.0,0,"0,6",187.0,9,73.0,"1,2"
2025-01-03,3,1021.0,0.0,0,"1,1",201.0,"9,6",68.0,"2,3"
2025-01-03,4,1020.0,0.0,0,"0,8",210.0,"9,5",67.0,"1,7"
2025-01-03,5,1020.0,0.0,0,1,207.0,"9,5",66.0,"1,8"
2025-01-03,6,1019.0,0.0,0,"1,3",207.0,"9,3",69.0,"3,2"
2025-01-03,7,1019.0,0.0,0,"1,2",222.0,9,71.0,3
2025-01-03,8,1019.0,2.0,0,"2,8",206.0,"9,6",69.0,"5,5"
2025-01-03,9,1020.0,104.0,0,"1,1",241.0,"11,9",63.0,"2,7"
2025-01-03,10,1020.0,255.0,0,"2,1",234.0,14,56.0,"4,1"
2025-01-03,11,1020.0,293.0,0,"2,4",223.0,"15,6",50.0,"6,1"
2025-01-03,12,1019.0,354.0,0,"4,4",223.0,"15,4",52.0,"9,2"
2025-01-03,13,1018.0,334.0,0,"3,2",212.0,"16,1",52.0,"7,3"
2025-01-03,14,1016.0,285.0,0,"3,8",216.0,"18,1",46.0,"8,9"
2025-01-03,15,1016.0,146.0,0,"4,1",233.0,"18,6",43.0,"8,3"
2025-01-03,16,1016.0,73.0,0,"2,1",222.0,"18,8",42.0,5
2025-01-03,17,1016.0,11.0,0,"1,3",209.0,"17,7",45.0,"2,9"
2025-01-03,18,1017.0,0.0,0,"1,2",208.0,"16,9",45.0,"2,7"
2025-01-03,19,1017.0,0.0,0,"1,5",220.0,"16,2",45.0,"3,3"
2025-01-03,20,1018.0,0.0,0,"1,9",241.0,16,46.0,"4,8"
2025-01-03,21,1018.0,0.0,0,"2,1",241.0,"15,4",52.0,"4,7"
2025-01-03,22,1018.0,0.0,0,"2,6",238.0,"14,5",60.0,"5,5"
2025-01-03,23,1018.0,0.0,0,"2,6",246.0,"14,4",56.0,"5,5"
2025-01-04,0,1018.0,0.0,0,"1,5",242.0,"14,3",56.0,"2,9"
2025-01-04,1,1018.0,0.0,0,"1,7",249.0,"14,5",55.0,"3,5"
2025-01-04,2,1018.0,0.0,0,"1,4",226.0,"13,9",57.0,"3,1"
2025-01-04,3,1018.0,0.0,0,1,211.0,"13,6",59.0,"2,5"
2025-01-04,4,1017.0,0.0,0,"1,8",230.0,"13,1",63.0,"3,7"
2025-01-04,5,1017.0,0.0,0,"2,6",232.0,"12,7",64.0,"5,3"
2025-01-04,6,1017.0,0.0,0,"1,9",229.0,"12,3",65.0,4
2025-01-04,7,1017.0,0.0,0,"2,4",228.0,"11,8",66.0,"5,2"
2025-01-04,8,1018.0,2.0,0,"1,8",215.0,"11,4",68.0,"3,8"
2025-01-04,9,1018.0,61.0,0,"2,5",220.0,12,65.0,"5,6"
2025-01-04,10,1018.0,145.0,0,"2,4",222.0,"13,4",61.0,"5,7"
2025-01-04,11,1018.0,315.0,0,"3,1",231.0,"15,3",56.0,"7,6"
2025-01-04,12,1018.0,407.0,0,"4,5",232.0,"16,7",51.0,"8,9"
2025-01-04,13,1017.0,424.0,0,"3,7",221.0,"17,6",50.0,"8,6"
2025-01-04,14,1016.0,392.0,0,4,222.0,"18,8",46.0,"8,5"
2025-01-04,15,1015.0,320.0,0,"4,6",230.0,"20,2",39.0,"9,8"
2025-01-04,16,1015.0,147.0,0,"2,7",196.0,"19,7",41.0,"6,4"
2025-01-04,17,1015.0,31.0,0,"3,1",197.0,"17,9",44.0,"6,3"
2025-01-04,18,1015.0,0.0,0,"1,7",200.0,"16,1",49.0,"3,8"
2025-01-04,19,1016.0,0.0,0,"0,8",187.0,"14,8",54.0,"2,1"
2025-01-04,20,1016.0,0.0,0,"1,3",192.0,"14,5",56.0,"3,1"
2025-01-04,21,1016.0,0.0,0,"1,6",193.0,"13,8",59.0,"3,2"
2025-01-04,22,1015.0,0.0,0,"0,3",194.0,"13,3",61.0,"0,7"
2025-01-04,23,1015.0,0.0,0,"0,4",186.0,"12,7",63.0,"1,2"
2025-01-05,0,1015.0,0.0,0,"0,9",185.0,"12,4",66.0,2
2025-01-05,1,1014.0,0.0,0,"1,5",214.0,"12,3",65.0,"3,5"
2025-01-05,2,1014.0,0.0,0,"2,1",216.0,"12,1",64.0,"4,9"
2025-01-05,3,1013.0,0.0,0,"2,8",218.0,"11,8",65.0,"6,3"
2025-01-05,4,1013.0,0.0,0,"3,1",217.0,"11,5",65.0,"6,1"
2025-01-05,5,1012.0,0.0,0,"3,4",202.0,"11,3",65.0,"7,3"
2025-01-05,6,1012.0,0.0,0,"3,9",196.0,"11,1",66.0,"8,3"
2025-01-05,7,1012.0,0.0,0,"4,1",195.0,11,67.0,8
2025-01-05,8,1012.0,2.0,0,"4,5",195.0,11,68.0,"9,1"
2025-01-05,9,1012.0,99.0,0,"3,1",210.0,"12,2",63.0,"7,1"
2025-01-05,10,1012.0,214.0,0,4,209.0,"13,5",57.0,"8,5"
2025-01-05,11,1012.0,290.0,0,"2,9",205.0,15,56.0,"6,9"
2025-01-05,12,1011.0,267.0,0,"4,6",204.0,"15,8",57.0,"9,2"
2025-01-05,13,1010.0,268.0,0,"3,3",193.0,"16,4",57.0,8
2025-01-05,14,1009.0,311.0,0,"3,6",193.0,"17,6",54.0,"7,7"
2025-01-05,15,1008.0,163.0,0,"4,2",215.0,"18,3",50.0,"8,6"
2025-01-05,16,1007.0,58.0,0,"1,7",192.0,"17,7",55.0,"4,5"
2025-01-05,17,1007.0,21.0,0,"0,6",165.0,"16,9",64.0,"1,3"
2025-01-05,18,1007.0,0.0,0,"0,9",179.0,"15,1",70.0,"2,2"
2025-01-05,19,1007.0,0.0,0,"0,5",173.0,"14,4",70.0,"1,4"
2025-01-05,20,1007.0,0.0,0,"0,9",199.0,"14,6",61.0,"1,8"
2025-01-05,21,1007.0,0.0,0,"0,6",185.0,"14,3",58.0,"1,3"
2025-01-05,22,1007.0,0.0,0,"0,2",179.0,"13,1",65.0,"0,5"
2025-01-05,23,1006.0,0.0,0,"0,8",202.0,"12,8",64.0,"1,9"
2025-01-06,0,1006.0,0.0,0,"0,9",229.0,"12,9",62.0,"2,1"
2025-01-06,1,1006.0,0.0,0,"0,6",223.0,"12,9",61.0,"1,4"
2025-01-06,2,1005.0,0.0,0,"1,1",226.0,"12,5",62.0,"2,2"
2025-01-06,3,1005.0,0.0,0,"2,3",222.0,13,58.0,"5,2"
2025-01-06,4,1004.0,0.0,0,"1,8",219.0,"14,3",50.0,"3,8"
2025-01-06,5,1003.0,0.0,0,"0,9",203.0,"14,7",51.0,"2,2"
2025-01-06,6,1003.0,0.0,0,"0,2",269.0,14,56.0,"0,4"
2025-01-06,7,1003.0,0.0,0,"0,3",237.0,13,61.0,"0,7"
2025-01-06,8,1003.0,1.0,0,"0,5",227.0,"12,6",64.0,"1,5"
2025-01-06,9,1003.0,86.0,0,"2,5",207.0,"14,7",62.0,"6,3"
2025-01-06,10,1004.0,159.0,0,"5,1",233.0,"15,5",59.0,"10,6"
2025-01-06,11,1004.0,169.0,0,"3,3",241.0,"15,7",58.0,"8,3"
2025-01-06,12,1003.0,165.0,0,"3,3",244.0,"16,1",59.0,"8,1"
2025-01-06,13,1003.0,193.0,0,"5,8",238.0,"16,4",57.0,"12,9"
2025-01-06,14,1002.0,136.0,0,"4,9",228.0,"16,5",58.0,"10,9"
2025-01-06,15,1002.0,216.0,0,"5,4",233.0,"17,1",56.0,"11,3"
2025-01-06,16,1002.0,104.0,0,"2,8",237.0,"17,3",56.0,"7,4"
2025-01-06,17,1003.0,5.0,0,"1,7",226.0,"16,3",59.0,"4,9"
2025-01-06,18,1004.0,0.0,0,"2,7",254.0,"15,8",60.0,"5,7"
2025-01-06,19,1005.0,0.0,0,"3,6",268.0,16,52.0,"8,7"
2025-01-06,20,1006.0,0.0,0,"2,6",259.0,"15,2",52.0,7
2025-01-06,21,1007.0,0.0,0,"2,7",266.0,"14,1",53.0,"5,9"
2025-01-06,22,1008.0,0.0,0,"1,5",274.0,"13,3",56.0,"3,7"
2025-01-06,23,1009.0,0.0,0,"2,5",268.0,"13,1",54.0,"6,2"
2025-01-07,0,1010.0,0.0,0,"3,3",263.0,"12,9",51.0,"6,5"
2025-01-07,1,1010.0,0.0,0,"2,9",262.0,"12,6",50.0,"6,6"
2025-01-07,2,1011.0,0.0,0,"1,5",247.0,"12,1",51.0,"4,3"
2025-01-07,3,1011.0,0.0,0,"0,6",193.0,"10,9",57.0,"1,2"
2025-01-07,4,1012.0,0.0,0,"1,3",223.0,"8,9",70.0,"2,8"
2025-01-07,5,1013.0,0.0,0,"1,1",232.0,"9,2",67.0,"2,4"
2025-01-07,6,1013.0,0.0,0,"1,8",251.0,"10,4",59.0,"4,1"
2025-01-07,7,1014.0,0.0,0,"1,2",234.0,"10,1",58.0,"2,4"
2025-01-07,8,1015.0,3.0,0,"1,3",212.0,"9,2",64.0,"2,4"
2025-01-07,9,1016.0,113.0,0,"0,6",198.0,"11,1",60.0,"1,4"
2025-01-07,10,1016.0,265.0,0,"0,7",203.0,"14,1",50.0,"2,2"
2025-01-07,11,1017.0,390.0,0,"2,9",194.0,"14,9",47.0,"7,3"
2025-01-07,12,1017.0,459.0,0,"3,9",216.0,"16,2",41.0,"9,2"
2025-01-07,13,1016.0,469.0,0,"5,8",211.0,"15,8",46.0,"12,5"
2025-01-07,14,1015.0,430.0,0,"6,8",213.0,"16,4",45.0,"13,6"
2025-01-07,15,1015.0,341.0,0,6,229.0,"17,5",39.0,13
2025-01-07,16,1015.0,152.0,0,5,218.0,"16,5",40.0,"11,6"
2025-01-07,17,1015.0,4.0,0,"4,1",210.0,"14,8",46.0,9
2025-01-07,18,1016.0,0.0,0,6,210.0,"13,7",53.0,"13,3"
2025-01-07,19,1016.0,0.0,0,6,217.0,"13,1",56.0,"14,1"
2025-01-07,20,1017.0,0.0,0,"6,9",232.0,13,58.0,"13,9"
2025-01-07,21,1017.0,0.0,0,"6,6",228.0,"12,9",60.0,"13,2"
2025-01-07,22,1017.0,0.0,0,"4,5",237.0,13,61.0,"9,9"
2025-01-07,23,1018.0,0.0,0,"4,1",218.0,13,61.0,"9,2"
2025-01-08,0,1017.0,0.0,0,"4,9",218.0,"12,8",63.0,"9,8"
2025-01-08,1,1017.0,0.0,0,"7,6",229.0,"12,5",65.0,"15,1"
2025-01-08,2,1016.0,0.0,0,"5,9",217.0,"12,6",66.0,"11,2"
2025-01-08,3,1016.0,0.0,0,"6,7",229.0,"12,6",67.0,"12,6"
2025-01-08,4,1016.0,0.0,0,"5,1",225.0,"12,5",67.0,10
2025-01-08,5,1016.0,0.0,0,4,224.0,"12,2",68.0,"8,6"
2025-01-08,6,1016.0,0.0,0,"3,4",203.0,"11,9",70.0,"7,8"
2025-01-08,7,1016.0,0.0,0,"3,5",200.0,"12,1",71.0,"7,5"
2025-01-08,8,1016.0,7.0,0,"2,4",195.0,"12,2",71.0,"5,9"
2025-01-08,9,1016.0,149.0,0,"2,6",205.0,"13,9",66.0,"6,4"
2025-01-08,10,1016.0,217.0,0,3,219.0,"14,9",62.0,"6,5"
2025-01-08,11,1016.0,385.0,0,"2,2",206.0,"17,4",53.0,"5,5"
2025-01-08,12,1015.0,456.0,0,"4,2",199.0,"18,4",48.0,"9,1"
2025-01-08,13,1014.0,449.0,0,"5,7",220.0,"19,3",41.0,"11,8"
2025-01-08,14,1014.0,322.0,0,"5,2",227.0,"19,9",38.0,"11,2"
2025-01-08,15,1013.0,209.0,0,"4,4",231.0,"20,3",36.0,"9,6"
2025-01-08,16,1013.0,97.0,0,"5,2",227.0,"19,6",34.0,"11,4"
2025-01-08,17,1012.0,4.0,0,"3,1",210.0,"18,7",36.0,"7,2"
2025-01-08,18,1012.0,0.0,0,"5,9",235.0,"18,7",33.0,"11,6"
2025-01-08,19,1012.0,0.0,0,"6,4",232.0,"18,8",33.0,"12,2"
2025-01-08,20,1013.0,0.0,0,"5,8",238.0,"17,8",35.0,"11,2"
2025-01-08,21,1013.0,0.0,0,4,235.0,"16,6",38.0,"7,8"
2025-01-08,22,1014.0,0.0,0,"5,5",221.0,"16,4",40.0,12
2025-01-08,23,1014.0,0.0,0,"3,7",202.0,16,47.0,"8,8"
2025-01-09,0,1014.0,0.0,0,"2,4",194.0,"15,6",56.0,"8,8"
2025-01-09,1,1014.0,0.0,0,"2,7",188.0,"15,5",62.0,"6,3"
2025-01-09,2,1014.0,0.0,0,"2,9",186.0,"15,7",65.0,"5,6"
2025-01-09,3,1014.0,0.0,0,"2,2",180.0,"15,5",67.0,"5,4"
2025-01-09,4,1014.0,0.0,0,"3,3",189.0,"15,1",69.0,"6,3"
2025-01-09,5,1014.0,0.0,0,"3,5",203.0,"14,9",70.0,"7,8"
2025-01-09,6,1014.0,0.0,0,"2,8",207.0,"15,2",69.0,"7,3"
2025-01-09,7,1014.0,0.0,0,"3,4",202.0,"15,1",69.0,"7,1"
2025-01-09,8,1015.0,0.0,0,"3,1",221.0,"15,3",68.0,"6,9"
2025-01-09,9,1015.0,32.0,0,"4,3",230.0,"15,7",65.0,"9,8"
2025-01-09,10,1016.0,161.0,0,"3,4",204.0,17,60.0,"8,4"
2025-01-09,11,1017.0,373.0,0,"6,4",214.0,"18,7",54.0,"12,7"
2025-01-09,12,1016.0,445.0,0,"8,2",229.0,"19,6",51.0,"17,6"
2025-01-09,13,1016.0,465.0,0,"8,4",233.0,"20,6",47.0,"16,8"
2025-01-09,14,1016.0,422.0,0,"7,8",238.0,"21,7",43.0,"15,3"
2025-01-09,15,1016.0,323.0,0,"7,9",245.0,"22,3",41.0,"15,8"
2025-01-09,16,1016.0,184.0,0,"6,5",249.0,"22,4",41.0,"13,5"
2025-01-09,17,1017.0,37.0,0,"5,2",249.0,21,44.0,"10,8"
2025-01-09,18,1018.0,0.0,0,"4,3",248.0,"18,9",52.0,9
2025-01-09,19,1018.0,0.0,0,"4,8",244.0,"18,1",57.0,"9,3"
2025-01-09,20,1019.0,0.0,0,"1,1",230.0,"17,2",61.0,"2,2"
2025-01-09,21,1019.0,0.0,0,"1,2",212.0,16,65.0,"2,2"
2025-01-09,22,1019.0,0.0,0,"1,6",214.0,"15,6",68.0,"3,4"
2025-01-09,23,1020.0,0.0,0,"2,5",232.0,"15,6",68.0,"4,8"
2025-01-10,0,1019.0,0.0,0,"3,5",249.0,"15,5",68.0,"7,5"
2025-01-10,1,1019.0,0.0,0,"2,9",241.0,"15,1",69.0,"5,8"
2025-01-10,2,1019.0,0.0,0,"3,1",247.0,"14,6",71.0,"5,9"
2025-01-10,3,1019.0,0.0,0,"2,4",211.0,"14,3",72.0,"4,7"
2025-01-10,4,1019.0,0.0,0,"3,2",226.0,"14,2",73.0,6
2025-01-10,5,1019.0,0.0,0,"4,9",253.0,"14,3",72.0,"9,7"
2025-01-10,6,1020.0,0.0,0,"2,5",239.0,"13,9",73.0,"5,9"
2025-01-10,7,1020.0,0.0,0,"4,8",248.0,14,73.0,"9,6"
2025-01-10,8,1020.0,3.0,0,"6,4",245.0,"14,5",71.0,"12,2"
2025-01-10,9,1020.0,107.0,0,"5,4",254.0,"15,9",66.0,"12,5"
2025-01-10,10,1021.0,233.0,0,"4,1",247.0,"17,4",62.0,"9,2"
2025-01-10,11,1021.0,285.0,0,"3,2",237.0,"18,1",59.0,"8,5"
2025-01-10,15,1018.0,264.0,0,"5,3",227.0,"21,3",45.0,"11,3"
2025-01-10,16,1018.0,166.0,0,"4,5",228.0,"21,4",45.0,"10,2"
2025-01-10,17,1018.0,33.0,0,"5,8",222.0,19,52.0,"11,7"
2025-01-10,18,1019.0,0.0,0,"6,2",240.0,"17,6",54.0,"12,2"
2025-01-10,19,1019.0,0.0,0,"5,9",244.0,"16,9",55.0,"11,7"
2025-01-10,20,1019.0,0.0,0,"5,1",250.0,"16,6",57.0,"11,2"
2025-01-10,21,1020.0,0.0,0,"3,7",250.0,"16,2",57.0,"8,5"
2025-01-10,22,1019.0,0.0,0,"2,8",237.0,"15,5",59.0,"6,1"
2025-01-10,23,1019.0,0.0,0,"2,8",234.0,"15,3",60.0,"5,9"
2025-01-11,0,1019.0,0.0,0,"5,3",252.0,"15,7",61.0,"10,4"
2025-01-11,1,1018.0,0.0,0,6,253.0,"15,5",62.0,"11,4"
2025-01-11,2,1018.0,0.0,0,"4,8",252.0,"15,5",64.0,"10,1"
2025-01-11,3,1018.0,0.0,0,"4,1",253.0,"15,8",64.0,"8,5"
2025-01-11,4,1017.0,0.0,0,"3,2",213.0,"15,9",65.0,"5,7"
2025-01-11,5,1017.0,0.0,0,"1,5",196.0,16,67.0,"3,6"
2025-01-11,6,1017.0,0.0,0,"3,8",251.0,"16,6",65.0,"8,8"
2025-01-11,7,1018.0,0.0,0,"5,7",246.0,"16,8",65.0,"11,4"
2025-01-11,8,1018.0,0.0,0,"4,4",242.0,"16,8",66.0,"9,2"
2025-01-11,9,1018.0,9.0,0,"4,7",252.0,"17,1",65.0,"9,9"
2025-01-11,10,1018.0,121.0,0,"6,6",256.0,"17,7",65.0,"14,8"
2025-01-11,11,1019.0,257.0,0,"7,4",260.0,"19,5",60.0,"14,2"
2025-01-11,12,1018.0,451.0,0,"5,7",245.0,"21,6",55.0,12
2025-01-11,13,1017.0,461.0,0,"4,3",237.0,23,50.0,"9,7"
2025-01-11,14,1017.0,222.0,0,"2,6",280.0,"24,7",36.0,8
2025-01-11,15,1017.0,353.0,0,"3,3",283.0,"27,1",29.0,"11,3"
2025-01-11,16,1017.0,192.0,0,"4,1",283.0,"25,8",31.0,"12,5"
2025-01-11,17,1019.0,10.0,0,"4,6",277.0,23,35.0,"11,7"
2025-01-11,18,1020.0,0.0,0,"3,1",280.0,"21,3",38.0,"8,2"
2025-01-11,19,1020.0,0.0,0,"3,7",271.0,"20,1",39.0,"8,6"
2025-01-11,20,1020.0,0.0,0,"1,6",272.0,"19,1",42.0,"3,8"
2025-01-11,21,1021.0,0.0,0,"2,1",260.0,"18,4",45.0,"5,9"
2025-01-11,22,1021.0,0.0,0,"5,5",274.0,"18,5",36.0,"12,3"
2025-01-11,23,1021.0,0.0,0,"6,8",272.0,"18,3",30.0,"13,8"
2025-01-12,0,1021.0,0.0,0,"5,6",277.0,"17,8",31.0,"13,7"
2025-01-12,1,1020.0,0.0,0,"6,5",275.0,17,35.0,"15,8"
2025-01-12,2,1021.0,0.0,0,"7,4",272.0,"16,2",39.0,"16,5"
2025-01-12,3,1020.0,0.0,0,"8,4",275.0,"15,9",41.0,18
2025-01-12,4,1020.0,0.0,0,8,276.0,"15,7",41.0,"17,6"
2025-01-12,5,1020.0,0.0,0,"7,7",274.0,"15,5",41.0,"16,3"
2025-01-12,6,1020.0,0.0,0,"6,6",271.0,"15,3",41.0,"14,6"
2025-01-12,7,1020.0,0.0,0,"7,2",273.0,15,42.0,16
2025-01-12,8,1021.0,14.0,0,"8,6",276.0,"15,3",41.0,"18,5"
2025-01-12,9,1021.0,134.0,0,"5,8",266.0,"16,7",38.0,13
2025-01-12,10,1021.0,289.0,0,3,270.0,"18,4",34.0,"8,1"
2025-01-12,11,1021.0,409.0,0,"3,1",285.0,"20,5",28.0,"9,3"
2025-01-12,12,1022.0,476.0,0,"2,5",73.0,"20,3",32.0,"4,8"
2025-01-12,13,1021.0,490.0,0,"1,7",106.0,"20,4",34.0,"3,6"
2025-01-12,14,1020.0,441.0,0,2,111.0,"20,1",38.0,"4,4"
2025-01-12,15,1021.0,338.0,0,"2,6",84.0,"19,5",40.0,"4,9"
2025-01-12,16,1021.0,195.0,0,"3,1",87.0,"18,6",46.0,6
2025-01-12,17,1021.0,42.0,0,"1,4",86.0,"17,5",51.0,"3,2"
2025-01-12,18,1022.0,0.0,0,"2,7",71.0,"15,2",56.0,"5,4"
2025-01-12,19,1023.0,0.0,0,"3,7",78.0,14,65.0,"7,2"
2025-01-12,20,1024.0,0.0,0,"4,3",77.0,13,71.0,"7,2"
2025-01-12,21,1024.0,0.0,0,"2,3",67.0,"12,7",70.0,"4,9"
2025-01-12,22,1025.0,0.0,0,"1,7",61.0,"12,7",69.0,"4,4"
2025-01-12,23,1025.0,0.0,0,"1,1",62.0,"12,6",68.0,"2,8"
2025-01-13,0,1025.0,0.0,0,"0,6",56.0,"12,6",66.0,"1,6"
2025-01-13,1,1024.0,0.0,0,"0,2",313.0,"12,5",66.0,"0,5"
2025-01-13,2,1024.0,0.0,0,"0,9",253.0,"10,8",76.0,"1,5"
2025-01-13,3,1024.0,0.0,0,"0,7",253.0,"9,7",76.0,"1,4"
2025-01-13,4,1024.0,0.0,0,"1,5",262.0,"9,2",59.0,"2,8"
2025-01-13,5,1024.0,0.0,0,"2,6",268.0,"8,8",67.0,"4,6"
2025-01-13,6,1024.0,0.0,0,"2,3",262.0,"8,1",65.0,"5,3"
2025-01-13,7,1024.0,0.0,0,"2,3",257.0,"7,8",61.0,"4,8"
2025-01-13,8,1024.0,6.0,0,"2,9",257.0,"7,6",54.0,"6,2"
2025-01-13,9,1024.0,125.0,0,"2,9",261.0,"9,5",41.0,"6,2"
2025-01-13,10,1025.0,284.0,0,"2,7",258.0,"11,6",35.0,5
2025-01-13,11,1025.0,410.0,0,"2,2",250.0,"12,9",37.0,"5,1"
2025-01-13,12,1025.0,484.0,0,"2,3",261.0,"15,4",37.0,"5,1"
2025-01-13,13,1024.0,501.0,0,"1,2",262.0,"17,4",30.0,"2,9"
2025-01-13,14,1023.0,450.0,0,"0,7",87.0,"18,2",26.0,"1,6"
2025-01-13,15,1023.0,349.0,0,"1,5",60.0,"16,9",28.0,"3,7"
2025-01-13,16,1023.0,205.0,0,"1,6",54.0,"16,4",28.0,"4,1"
2025-01-13,17,1024.0,44.0,0,"1,3",54.0,"14,5",38.0,"4,2"
2025-01-13,18,1024.0,0.0,0,"1,1",47.0,"12,5",47.0,"3,6"
2025-01-13,19,1025.0,0.0,0,"0,6",36.0,12,50.0,"2,3"
2025-01-13,20,1025.0,0.0,0,"1,4",34.0,"11,9",54.0,"4,4"
2025-01-13,21,1026.0,0.0,0,"1,1",343.0,"11,2",57.0,"3,1"
2025-01-13,22,1027.0,0.0,0,"0,9",297.0,"9,9",60.0,"2,7"
2025-01-13,23,1027.0,0.0,0,"0,5",291.0,"9,6",58.0,"1,6"
2025-01-14,0,1027.0,0.0,0,"0,5",267.0,"8,7",60.0,"1,2"
2025-01-14,1,1027.0,0.0,0,"1,6",265.0,"7,6",63.0,"2,7"
2025-01-14,2,1027.0,0.0,0,"1,7",271.0,"7,1",63.0,"3,4"
2025-01-14,3,1027.0,0.0,0,"3,1",270.0,"6,9",62.0,"5,6"
2025-01-14,4,1026.0,0.0,0,"2,8",270.0,"6,9",59.0,"5,7"
2025-01-14,5,1026.0,0.0,0,"3,5",270.0,"6,7",57.0,"6,9"
2025-01-14,6,1027.0,0.0,0,2,279.0,"6,8",53.0,"5,3"
2025-01-14,7,1027.0,0.0,0,"2,4",270.0,"6,7",49.0,"5,9"
2025-01-14,8,1027.0,8.0,0,"2,5",267.0,"6,7",43.0,"4,9"
2025-01-14,9,1028.0,135.0,0,"2,7",271.0,"8,9",36.0,"4,6"
2025-01-14,10,1028.0,291.0,0,"2,2",270.0,"11,4",32.0,"3,8"
2025-01-14,11,1028.0,416.0,0,"0,7",258.0,14,29.0,"1,8"
2025-01-14,12,1028.0,488.0,0,"0,5",211.0,"14,8",31.0,"1,7"
