FECHA,HORA,Pres.,R.Sol.,Precip.,PM2.5,CO,NO,NO2,PM10,NOx,O3,Veloc.,Direc.,Temp.,H.Rel.,Veloc.máx.,SO2
2025-01-01,0,1034.0,1.0,"4,8",16.0,"0,4",2.0,13.0,22.0,16.0,39.0,"1,4",346.0,"10,4",93.0,"2,2",4.0
2025-01-01,1,1033.0,1.0,0,12.0,"0,3",2.0,12.0,13.0,15.0,42.0,"1,7",302.0,10,94.0,"2,7",4.0
2025-01-01,2,1033.0,1.0,"0,2",13.0,"0,3",2.0,11.0,14.0,14.0,39.0,"1,6",302.0,"9,8",93.0,"2,6",2.0
2025-01-01,3,1033.0,1.0,0,11.0,"0,3",2.0,13.0,12.0,16.0,37.0,1,275.0,"9,6",93.0,"1,5",4.0
2025-01-01,4,1033.0,1.0,0,13.0,"0,4",2.0,22.0,14.0,25.0,22.0,"1,3",256.0,"9,6",93.0,"1,8",3.0
2025-01-01,5,1032.0,1.0,0,11.0,"0,4",2.0,12.0,12.0,15.0,32.0,"1,3",292.0,"9,6",92.0,2,3.0
2025-01-01,6,1032.0,1.0,0,8.0,"0,3",3.0,17.0,9.0,21.0,29.0,"1,2",262.0,"9,5",90.0,2,5.0
2025-01-01,7,1033.0,1.0,1,7.0,"0,3",5.0,25.0,9.0,33.0,18.0,"0,9",232.0,"9,5",90.0,"1,5",5.0
2025-01-01,8,1033.0,9.0,2,9.0,"0,3",8.0,26.0,11.0,38.0,14.0,"1,1",256.0,"9,4",93.0,"1,6",4.0
2025-01-01,9,1033.0,70.0,"0,8",6.0,"0,3",3.0,13.0,7.0,17.0,37.0,1,287.0,"9,9",95.0,"1,6",5.0
2025-01-01,10,1033.0,106.0,0,5.0,"0,3",3.0,7.0,6.0,12.0,39.0,"1,7",299.0,"10,1",95.0,"2,9",4.0
2025-01-01,11,1033.0,114.0,"0,4",5.0,"0,2",3.0,6.0,6.0,11.0,43.0,"1,5",289.0,"10,7",92.0,"2,5",5.0
2025-01-01,12,1033.0,158.0,0,6.0,"0,2",3.0,8.0,8.0,13.0,46.0,"1,4",314.0,"11,9",88.0,"2,4",4.0
2025-01-01,13,1032.0,178.0,"0,2",8.0,"0,2",3.0,6.0,17.0,10.0,53.0,"2,2",359.0,13,83.0,"3,5",4.0
2025-01-01,14,1031.0,175.0,0,8.0,"0,2",2.0,3.0,19.0,6.0,60.0,"2,7",10.0,"13,3",81.0,"4,2",3.0
2025-01-01,15,1031.0,188.0,0,8.0,"0,2",2.0,2.0,18.0,5.0,61.0,"2,8",11.0,"13,8",80.0,"4,3",4.0
2025-01-01,16,1031.0,90.0,0,8.0,"0,2",2.0,2.0,21.0,5.0,64.0,"2,4",5.0,"13,7",80.0,"3,6",4.0
2025-01-01,17,1031.0,10.0,0,8.0,"0,2",2.0,5.0,26.0,8.0,60.0,"2,1",357.0,"13,5",78.0,"3,6",3.0
2025-01-01,18,1031.0,1.0,"2,8",6.0,"0,2",2.0,5.0,14.0,8.0,60.0,"1,8",342.0,"12,2",84.0,"2,8",4.0
2025-01-01,19,1032.0,1.0,"0,2",5.0,"0,3",2.0,24.0,6.0,28.0,38.0,"1,2",267.0,"11,7",90.0,"1,7",4.0
2025-01-01,20,1032.0,1.0,"0,2",8.0,"0,4",4.0,31.0,9.0,37.0,26.0,"0,4",335.0,"11,8",91.0,"0,8",4.0
2025-01-01,21,1032.0,1.0,"0,2",11.0,"0,5",19.0,53.0,15.0,81.0,10.0,"0,8",255.0,"11,7",92.0,"1,2",4.0
2025-01-01,22,1032.0,1.0,0,12.0,"0,5",12.0,52.0,14.0,70.0,5.0,"0,9",257.0,"11,6",92.0,"1,4",3.0
2025-01-01,23,1031.0,1.0,0,13.0,"0,4",15.0,49.0,15.0,71.0,5.0,"0,9",231.0,"11,5",90.0,"1,2",5.0
2025-01-02,0,1031.0,1.0,0,25.0,"0,3",14.0,47.0,27.0,69.0,5.0,"0,8",246.0,"11,4",90.0,"1,1",3.0
2025-01-02,1,1031.0,1.0,0,15.0,"0,3",6.0,40.0,17.0,49.0,2.0,"0,9",219.0,"10,9",91.0,"1,2",1.0
2025-01-02,2,1030.0,1.0,0,12.0,"0,2",6.0,32.0,13.0,41.0,3.0,"1,1",216.0,"10,1",93.0,"1,5",1.0
2025-01-02,3,1030.0,1.0,0,10.0,"0,2",3.0,15.0,11.0,19.0,14.0,"1,6",243.0,"9,8",93.0,"2,4",1.0
2025-01-02,4,1030.0,1.0,0,5.0,"0,1",5.0,10.0,7.0,17.0,23.0,"1,7",231.0,"9,4",87.0,"2,6",1.0
2025-01-02,5,1030.0,1.0,0,4.0,"0,1",2.0,8.0,6.0,12.0,24.0,"2,4",240.0,"8,9",85.0,"3,7",1.0
2025-01-02,6,1030.0,1.0,0,3.0,"0,1",4.0,14.0,5.0,20.0,24.0,"2,2",239.0,"8,8",81.0,"3,3",1.0
2025-01-02,7,1030.0,1.0,0,4.0,"0,1",23.0,36.0,8.0,71.0,8.0,"1,9",212.0,"8,1",81.0,"2,6",1.0
2025-01-02,8,1030.0,12.0,0,6.0,"0,1",45.0,42.0,16.0,111.0,4.0,"1,8",210.0,"7,8",86.0,"2,4",1.0
2025-01-02,9,1030.0,120.0,0,9.0,"0,2",59.0,43.0,29.0,134.0,5.0,"2,2",209.0,"8,4",85.0,3,2.0
2025-01-02,10,1031.0,266.0,0,8.0,"0,1",30.0,33.0,18.0,78.0,15.0,"2,4",217.0,10,77.0,"3,4",1.0
2025-01-02,11,1031.0,397.0,0,7.0,"0,1",27.0,28.0,20.0,69.0,19.0,"2,6",212.0,"11,9",73.0,"3,7",1.0
2025-01-02,12,1030.0,468.0,0,4.0,"0,1",13.0,19.0,15.0,38.0,31.0,"2,9",202.0,14,62.0,4,1.0
2025-01-02,13,1028.0,468.0,0,4.0,"0,1",13.0,19.0,13.0,39.0,37.0,"3,1",201.0,"15,4",56.0,"4,9",1.0
2025-01-02,14,1027.0,420.0,0,3.0,"0,1",8.0,13.0,11.0,26.0,44.0,"3,9",205.0,"15,9",54.0,6,1.0
2025-01-02,15,1026.0,313.0,0,3.0,"0,1",10.0,16.0,12.0,31.0,43.0,"3,8",201.0,"16,3",54.0,"5,6",1.0
2025-01-02,16,1026.0,143.0,0,4.0,"0,1",10.0,21.0,19.0,35.0,40.0,"3,8",202.0,"16,2",53.0,"5,9",1.0
2025-01-02,17,1026.0,22.0,0,5.0,"0,1",11.0,29.0,22.0,46.0,32.0,"3,3",201.0,"15,1",55.0,"4,8",1.0
2025-01-02,18,1026.0,1.0,0,8.0,"0,2",75.0,60.0,34.0,175.0,13.0,"2,4",195.0,"13,8",60.0,"3,4",2.0
2025-01-02,19,1027.0,1.0,0,10.0,"0,1",107.0,70.0,25.0,234.0,9.0,"2,9",196.0,"13,3",60.0,"3,9",4.0
2025-01-02,20,1027.0,1.0,0,11.0,"0,2",112.0,75.0,34.0,246.0,5.0,"1,7",212.0,12,65.0,"2,3",4.0
2025-01-02,21,1027.0,1.0,0,13.0,"0,3",90.0,71.0,33.0,209.0,4.0,"0,8",236.0,"11,6",66.0,"1,4",2.0
2025-01-02,22,1027.0,1.0,0,13.0,"0,3",42.0,61.0,34.0,125.0,4.0,"1,2",210.0,"10,8",68.0,"1,6",1.0
2025-01-02,23,1028.0,1.0,0,10.0,"0,2",9.0,53.0,23.0,67.0,5.0,"1,5",197.0,"10,5",68.0,"1,9",1.0
2025-01-03,0,1027.0,1.0,0,10.0,"0,1",3.0,35.0,22.0,40.0,13.0,"1,6",199.0,"9,7",69.0,2,1.0
2025-01-03,1,1027.0,1.0,0,7.0,"0,1",2.0,22.0,15.0,25.0,25.0,"1,8",209.0,"9,3",67.0,"2,3",1.0
2025-01-03,2,1026.0,1.0,0,6.0,"0,1",3.0,21.0,13.0,25.0,27.0,"1,9",187.0,9,68.0,"2,5",1.0
2025-01-03,3,1026.0,1.0,0,4.0,"0,1",2.0,10.0,9.0,13.0,37.0,"1,9",206.0,"9,1",65.0,"2,6",1.0
2025-01-03,4,1026.0,1.0,0,4.0,"0,1",3.0,17.0,8.0,21.0,34.0,"1,9",204.0,"9,1",64.0,"2,4",1.0
2025-01-03,5,1025.0,1.0,0,4.0,"0,1",3.0,20.0,9.0,25.0,34.0,"1,8",199.0,"9,4",62.0,"2,5",1.0
2025-01-03,6,1025.0,1.0,0,5.0,"0,1",4.0,30.0,13.0,36.0,25.0,2,211.0,"8,8",65.0,"2,6",1.0
2025-01-03,7,1025.0,1.0,0,7.0,"0,1",16.0,48.0,25.0,72.0,12.0,2,206.0,"8,7",67.0,"2,7",1.0
2025-01-03,8,1025.0,12.0,0,9.0,"0,1",21.0,49.0,39.0,82.0,10.0,"2,9",210.0,"9,1",66.0,4,1.0
2025-01-03,9,1025.0,126.0,0,11.0,"0,1",26.0,45.0,45.0,85.0,14.0,2,212.0,"10,1",63.0,"2,9",1.0
2025-01-03,10,1026.0,254.0,0,9.0,"0,1",24.0,38.0,39.0,75.0,22.0,"2,1",220.0,"12,6",55.0,"3,1",1.0
2025-01-03,11,1025.0,338.0,0,7.0,"0,1",18.0,31.0,28.0,59.0,31.0,"3,2",216.0,"14,3",50.0,"4,7",1.0
2025-01-03,12,1024.0,378.0,0,6.0,"0,1",20.0,25.0,25.0,55.0,35.0,"3,9",213.0,"14,6",50.0,"5,7",1.0
2025-01-03,13,1023.0,346.0,0,7.0,"0,1",20.0,28.0,27.0,58.0,30.0,"3,8",207.0,"15,4",50.0,"5,5",1.0
2025-01-03,14,1022.0,312.0,0,6.0,"0,1",13.0,23.0,25.0,42.0,36.0,"3,7",207.0,"17,4",45.0,"5,7",1.0
2025-01-03,15,1021.0,214.0,0,5.0,"0,1",12.0,25.0,20.0,43.0,40.0,"3,7",221.0,"18,4",42.0,"5,5",1.0
2025-01-03,16,1022.0,98.0,0,6.0,"0,1",17.0,40.0,25.0,66.0,30.0,"2,9",217.0,"18,3",41.0,"4,2",1.0
2025-01-03,17,1021.0,20.0,0,9.0,"0,1",20.0,54.0,41.0,86.0,17.0,"2,4",208.0,"17,1",43.0,"3,5",1.0
2025-01-03,18,1022.0,1.0,0,10.0,"0,1",18.0,60.0,49.0,88.0,11.0,"1,8",205.0,"16,1",45.0,"2,5",1.0
2025-01-03,19,1023.0,1.0,0,8.0,"0,2",39.0,59.0,28.0,118.0,14.0,"2,3",221.0,"16,2",42.0,"3,7",1.0
2025-01-03,20,1023.0,1.0,0,6.0,"0,1",11.0,44.0,15.0,61.0,24.0,"2,2",230.0,"15,8",44.0,"3,2",1.0
2025-01-03,21,1023.0,1.0,0,6.0,"0,1",23.0,48.0,13.0,82.0,20.0,"3,2",229.0,"15,3",47.0,"5,1",1.0
2025-01-03,22,1024.0,1.0,0,5.0,"0,1",5.0,29.0,10.0,37.0,34.0,"3,3",228.0,"14,4",54.0,"4,9",1.0
2025-01-03,23,1024.0,1.0,0,4.0,"0,1",4.0,30.0,8.0,37.0,35.0,3,232.0,"14,3",52.0,"4,5",1.0
2025-01-04,0,1024.0,1.0,0,4.0,"0,1",2.0,18.0,10.0,21.0,44.0,"2,6",230.0,"14,3",51.0,"3,7",1.0
2025-01-04,1,1023.0,1.0,0,4.0,"0,1",2.0,14.0,8.0,18.0,47.0,"2,1",234.0,"14,3",51.0,"3,1",1.0
2025-01-04,2,1024.0,1.0,0,4.0,"0,1",2.0,8.0,7.0,11.0,49.0,"2,5",217.0,"13,8",51.0,"3,5",1.0
2025-01-04,3,1023.0,1.0,0,4.0,"0,1",2.0,5.0,7.0,8.0,49.0,"2,2",212.0,"13,2",54.0,"3,1",1.0
2025-01-04,4,1023.0,1.0,0,4.0,"0,1",2.0,3.0,7.0,6.0,51.0,3,221.0,"12,9",57.0,"4,6",1.0
2025-01-04,5,1022.0,1.0,0,4.0,"0,1",2.0,3.0,7.0,6.0,50.0,3,221.0,"12,4",58.0,"4,4",1.0
2025-01-04,6,1023.0,1.0,0,5.0,"0,1",2.0,5.0,8.0,8.0,50.0,"3,2",223.0,"12,1",59.0,"4,6",1.0
2025-01-04,7,1023.0,1.0,0,5.0,"0,1",4.0,9.0,9.0,14.0,48.0,"2,7",219.0,"11,5",60.0,"3,8",1.0
2025-01-04,8,1024.0,17.0,0,6.0,"0,1",6.0,25.0,21.0,34.0,33.0,"2,4",207.0,11,61.0,"3,3",1.0
2025-01-04,9,1023.0,89.0,0,6.0,"0,1",8.0,21.0,19.0,33.0,37.0,"2,6",213.0,"11,8",59.0,"3,8",1.0
2025-01-04,10,1024.0,176.0,0,6.0,"0,1",8.0,17.0,13.0,30.0,42.0,"2,7",211.0,"12,7",57.0,4,1.0
2025-01-04,11,1024.0,346.0,0,6.0,"0,1",6.0,13.0,14.0,23.0,47.0,"3,1",221.0,"14,4",53.0,"4,6",1.0
2025-01-04,12,1024.0,444.0,0,5.0,"0,1",6.0,10.0,12.0,20.0,52.0,"3,5",217.0,"15,8",50.0,"5,4",1.0
2025-01-04,13,1022.0,440.0,0,7.0,"0,1",6.0,9.0,16.0,19.0,52.0,"3,3",208.0,"16,5",48.0,"4,9",1.0
2025-01-04,14,1021.0,410.0,0,7.0,"0,1",4.0,7.0,14.0,13.0,53.0,"3,7",213.0,"17,7",44.0,"5,3",1.0
2025-01-04,15,1021.0,321.0,0,5.0,"0,1",4.0,7.0,12.0,13.0,57.0,4,217.0,"18,8",40.0,"6,2",1.0
2025-01-04,16,1020.0,122.0,0,5.0,"0,1",4.0,9.0,12.0,15.0,57.0,"3,4",198.0,"18,3",42.0,"4,9",1.0
2025-01-04,17,1020.0,22.0,0,5.0,"0,1",3.0,13.0,16.0,18.0,53.0,3,196.0,"16,8",45.0,"4,3",1.0
2025-01-04,18,1021.0,1.0,0,7.0,"0,1",2.0,21.0,21.0,24.0,44.0,"2,7",204.0,"15,4",48.0,"3,5",1.0
2025-01-04,19,1021.0,1.0,0,7.0,"0,1",21.0,49.0,22.0,81.0,22.0,"2,9",202.0,"14,6",49.0,"3,8",1.0
2025-01-04,20,1021.0,1.0,0,7.0,"0,2",22.0,49.0,22.0,83.0,21.0,"2,2",203.0,"14,1",51.0,3,1.0
2025-01-04,21,1021.0,1.0,0,7.0,"0,1",19.0,33.0,15.0,62.0,30.0,"2,7",203.0,"13,4",54.0,"3,6",1.0
2025-01-04,22,1021.0,1.0,0,8.0,"0,2",3.0,26.0,19.0,30.0,33.0,"2,1",203.0,13,56.0,"2,6",1.0
2025-01-04,23,1020.0,1.0,0,9.0,"0,2",5.0,36.0,20.0,44.0,27.0,"1,5",174.0,"12,7",57.0,"2,2",1.0
2025-01-05,0,1020.0,1.0,0,7.0,"0,1",7.0,25.0,14.0,35.0,35.0,"2,7",191.0,"12,5",59.0,"3,7",1.0
2025-01-05,1,1019.0,1.0,0,7.0,"0,1",3.0,11.0,12.0,15.0,45.0,"2,7",204.0,"11,9",60.0,"3,6",1.0
2025-01-05,2,1019.0,1.0,0,5.0,"0,1",2.0,4.0,10.0,7.0,53.0,"3,9",211.0,12,57.0,"5,8",1.0
2025-01-05,3,1019.0,1.0,0,6.0,"0,1",2.0,2.0,9.0,5.0,53.0,"3,4",209.0,"11,6",59.0,"4,8",1.0
2025-01-05,4,1018.0,1.0,0,7.0,"0,1",2.0,2.0,10.0,5.0,52.0,"3,8",211.0,"11,1",59.0,"5,3",1.0
2025-01-05,5,1017.0,1.0,0,6.0,"0,1",2.0,3.0,10.0,6.0,51.0,"4,4",207.0,"10,8",60.0,"6,3",1.0
2025-01-05,6,1017.0,1.0,0,6.0,"0,1",8.0,12.0,11.0,24.0,45.0,"4,4",195.0,"10,8",61.0,"6,8",1.0
2025-01-05,7,1017.0,1.0,0,6.0,"0,1",9.0,15.0,10.0,28.0,43.0,"4,4",193.0,"10,6",62.0,"6,3",1.0
2025-01-05,8,1017.0,17.0,0,7.0,"0,1",9.0,19.0,12.0,32.0,39.0,"4,1",190.0,"10,6",63.0,"6,1",1.0
2025-01-05,9,1017.0,124.0,0,6.0,"0,1",3.0,7.0,14.0,12.0,48.0,"3,9",204.0,"11,4",60.0,"5,6",1.0
2025-01-05,10,1017.0,234.0,0,6.0,"0,1",4.0,7.0,15.0,14.0,49.0,"4,3",206.0,"12,5",56.0,"6,3",1.0
2025-01-05,11,1017.0,315.0,0,7.0,"0,1",7.0,11.0,17.0,22.0,49.0,"3,5",199.0,"13,9",54.0,"5,2",1.0
2025-01-05,12,1017.0,277.0,0,7.0,"0,1",4.0,7.0,16.0,13.0,56.0,"4,6",203.0,15,55.0,"7,3",1.0
2025-01-05,13,1015.0,287.0,0,7.0,"0,1",14.0,25.0,15.0,47.0,43.0,"3,8",184.0,"15,6",55.0,"5,7",1.0
2025-01-05,14,1014.0,312.0,0,7.0,"0,1",17.0,25.0,14.0,50.0,41.0,"3,6",188.0,"16,7",53.0,"5,7",1.0
2025-01-05,15,1013.0,164.0,0,5.0,"0,1",2.0,3.0,11.0,6.0,62.0,"3,8",210.0,"17,6",49.0,"5,8",1.0
2025-01-05,16,1013.0,73.0,0,6.0,"0,1",20.0,39.0,13.0,69.0,33.0,"2,4",183.0,"17,2",52.0,"4,1",2.0
2025-01-05,17,1013.0,24.0,0,7.0,"0,1",7.0,42.0,11.0,52.0,29.0,2,158.0,"16,3",59.0,"2,9",2.0
2025-01-05,18,1013.0,1.0,0,9.0,"0,2",13.0,48.0,13.0,67.0,23.0,"1,8",192.0,"14,9",64.0,"2,7",1.0
2025-01-05,19,1013.0,1.0,0,9.0,"0,2",17.0,62.0,16.0,88.0,10.0,"1,4",167.0,"14,4",64.0,"2,3",1.0
2025-01-05,20,1012.0,1.0,0,15.0,"0,2",3.0,31.0,38.0,36.0,29.0,2,197.0,"14,2",57.0,"2,7",1.0
2025-01-05,21,1012.0,1.0,0,16.0,"0,2",7.0,35.0,45.0,46.0,25.0,"2,1",178.0,"14,1",54.0,"2,8",1.0
2025-01-05,22,1012.0,1.0,0,19.0,"0,2",41.0,44.0,40.0,107.0,18.0,"1,4",171.0,"13,1",59.0,"2,2",1.0
2025-01-05,23,1011.0,1.0,0,17.0,"0,2",2.0,20.0,40.0,24.0,30.0,"1,7",191.0,"12,6",59.0,"2,2",1.0
2025-01-06,0,1011.0,1.0,0,15.0,"0,2",2.0,17.0,42.0,20.0,34.0,"1,7",205.0,"12,9",55.0,"2,2",1.0
2025-01-06,1,1011.0,1.0,0,17.0,"0,2",3.0,25.0,48.0,30.0,24.0,"1,5",204.0,"12,6",57.0,2,1.0
2025-01-06,2,1010.0,1.0,0,15.0,"0,2",2.0,17.0,40.0,20.0,30.0,"2,2",210.0,"12,5",56.0,"3,1",1.0
2025-01-06,3,1010.0,1.0,0,10.0,"0,1",2.0,5.0,27.0,8.0,44.0,"2,9",218.0,"13,3",51.0,"4,1",1.0
2025-01-06,4,1009.0,1.0,0,7.0,"0,1",2.0,2.0,19.0,5.0,52.0,"2,5",208.0,"13,8",48.0,"3,4",1.0
2025-01-06,5,1009.0,1.0,0,7.0,"0,1",2.0,3.0,17.0,6.0,53.0,2,214.0,"13,8",51.0,"2,7",1.0
2025-01-06,6,1008.0,1.0,0,6.0,"0,1",2.0,20.0,14.0,23.0,44.0,1,243.0,"13,8",55.0,"1,5",2.0
2025-01-06,7,1009.0,1.0,0,7.0,"0,1",5.0,27.0,16.0,36.0,28.0,"1,3",210.0,"12,7",61.0,"1,7",2.0
2025-01-06,8,1009.0,17.0,0,9.0,"0,2",10.0,24.0,29.0,39.0,33.0,"2,1",209.0,"12,9",58.0,"3,2",1.0
2025-01-06,9,1009.0,116.0,0,3.0,"0,1",3.0,4.0,7.0,8.0,59.0,"3,3",205.0,"14,3",58.0,"5,3",2.0
2025-01-06,10,1009.0,178.0,0,1.0,"0,1",2.0,2.0,4.0,5.0,69.0,"3,8",226.0,"14,9",56.0,6,1.0
2025-01-06,11,1010.0,192.0,0,1.0,"0,1",2.0,4.0,4.0,7.0,65.0,"3,1",227.0,"15,1",55.0,"5,3",1.0
2025-01-06,12,1009.0,190.0,0,1.0,"0,1",3.0,7.0,5.0,11.0,62.0,"3,2",224.0,"15,6",55.0,"5,7",1.0
2025-01-06,13,1008.0,206.0,0,1.0,"0,1",3.0,9.0,6.0,14.0,61.0,"4,1",229.0,"15,9",54.0,"6,6",2.0
2025-01-06,14,1007.0,154.0,0,2.0,"0,1",2.0,6.0,6.0,9.0,61.0,"3,8",223.0,16,55.0,"6,1",1.0
2025-01-06,15,1007.0,250.0,0,1.0,"0,1",2.0,3.0,3.0,6.0,62.0,"3,7",223.0,"16,6",53.0,"5,9",2.0
2025-01-06,16,1007.0,97.0,0,1.0,"0,1",3.0,14.0,3.0,19.0,53.0,"2,8",228.0,"16,5",53.0,"4,5",1.0
2025-01-06,17,1008.0,16.0,0,2.0,"0,1",3.0,16.0,5.0,20.0,47.0,"2,4",218.0,"15,8",55.0,"3,9",1.0
2025-01-06,18,1009.0,1.0,0,2.0,"0,2",5.0,28.0,6.0,35.0,36.0,"3,1",246.0,"15,6",55.0,"4,8",1.0
2025-01-06,19,1010.0,1.0,0,1.0,"0,1",2.0,10.0,5.0,13.0,54.0,"3,6",268.0,"15,8",48.0,"6,6",2.0
2025-01-06,20,1011.0,1.0,0,2.0,"0,1",5.0,14.0,5.0,21.0,52.0,"2,9",254.0,15,49.0,5,1.0
2025-01-06,21,1012.0,1.0,0,2.0,"0,2",3.0,23.0,6.0,27.0,48.0,"1,8",255.0,"13,9",50.0,"3,1",1.0
2025-01-06,22,1014.0,1.0,0,2.0,"0,2",2.0,16.0,5.0,20.0,48.0,"1,8",268.0,"13,1",53.0,"2,8",1.0
2025-01-06,23,1014.0,1.0,0,2.0,"0,1",2.0,7.0,3.0,10.0,56.0,"2,6",260.0,"13,1",50.0,"4,3",2.0
2025-01-07,0,1015.0,1.0,0,1.0,"0,1",2.0,4.0,3.0,7.0,60.0,"3,4",255.0,"13,1",47.0,"5,8",1.0
2025-01-07,1,1016.0,1.0,0,1.0,"0,1",2.0,2.0,2.0,5.0,62.0,"3,1",255.0,"12,6",47.0,"5,2",1.0
2025-01-07,2,1016.0,1.0,0,1.0,"0,1",2.0,2.0,2.0,5.0,61.0,"1,9",239.0,"12,2",47.0,"3,1",1.0
2025-01-07,3,1017.0,1.0,0,2.0,"0,1",2.0,4.0,4.0,7.0,53.0,"2,1",195.0,"10,6",52.0,"2,6",1.0
2025-01-07,4,1018.0,1.0,0,2.0,"0,1",4.0,16.0,5.0,22.0,37.0,"2,2",215.0,"8,9",63.0,"3,1",2.0
2025-01-07,5,1018.0,1.0,0,2.0,"0,1",2.0,16.0,5.0,20.0,41.0,2,230.0,"10,2",57.0,"2,9",1.0
2025-01-07,6,1019.0,1.0,0,2.0,"0,1",3.0,15.0,7.0,20.0,45.0,"2,3",226.0,"10,7",52.0,"3,6",1.0
2025-01-07,7,1020.0,1.0,0,2.0,"0,1",10.0,33.0,10.0,49.0,33.0,"2,8",234.0,"10,5",52.0,"4,2",2.0
2025-01-07,8,1021.0,13.0,0,6.0,"0,1",25.0,51.0,29.0,90.0,13.0,"2,1",210.0,"9,2",56.0,"3,2",2.0
2025-01-07,9,1022.0,129.0,0,8.0,"0,1",30.0,47.0,40.0,93.0,13.0,"1,9",200.0,"9,6",57.0,"2,4",2.0
2025-01-07,10,1022.0,280.0,0,7.0,"0,1",24.0,37.0,41.0,74.0,21.0,2,187.0,"11,5",53.0,"2,8",2.0
2025-01-07,11,1023.0,415.0,0,5.0,"0,1",20.0,27.0,25.0,58.0,33.0,"3,2",201.0,"13,6",46.0,"4,9",2.0
2025-01-07,12,1022.0,484.0,0,4.0,"0,1",20.0,20.0,20.0,50.0,43.0,"3,8",210.0,"14,9",41.0,"6,2",2.0
2025-01-07,13,1021.0,486.0,0,5.0,"0,1",12.0,16.0,28.0,34.0,42.0,"5,2",205.0,"14,7",45.0,"8,4",2.0
2025-01-07,14,1021.0,439.0,0,5.0,"0,1",10.0,14.0,24.0,30.0,47.0,"5,6",211.0,"15,5",44.0,"8,6",2.0
2025-01-07,15,1020.0,334.0,0,4.0,"0,1",10.0,16.0,22.0,31.0,50.0,"5,3",227.0,"16,3",40.0,"8,2",2.0
2025-01-07,16,1020.0,121.0,0,4.0,"0,1",10.0,22.0,21.0,37.0,46.0,"4,7",212.0,"15,4",40.0,"7,5",1.0
2025-01-07,17,1021.0,14.0,0,4.0,"0,1",12.0,27.0,22.0,45.0,40.0,"3,9",201.0,"14,1",44.0,"5,9",1.0
2025-01-07,18,1022.0,1.0,0,5.0,"0,1",19.0,24.0,21.0,54.0,43.0,"4,5",208.0,"13,1",50.0,"7,4",1.0
2025-01-07,19,1022.0,1.0,0,3.0,"0,1",21.0,21.0,12.0,53.0,44.0,"5,1",216.0,"12,5",52.0,"8,3",1.0
2025-01-07,20,1022.0,1.0,0,3.0,"0,1",7.0,11.0,10.0,21.0,51.0,"5,3",223.0,"12,6",54.0,"8,6",1.0
2025-01-07,21,1023.0,1.0,0,3.0,"0,1",13.0,13.0,8.0,33.0,47.0,"4,6",218.0,"12,4",56.0,"7,2",1.0
2025-01-07,22,1023.0,1.0,0,3.0,"0,1",4.0,8.0,6.0,14.0,49.0,4,220.0,"12,7",56.0,"6,5",1.0
2025-01-07,23,1024.0,1.0,0,2.0,"0,1",2.0,2.0,6.0,5.0,56.0,"4,1",211.0,"12,5",57.0,"6,6",2.0
2025-01-08,0,1023.0,1.0,0,2.0,"0,1",2.0,1.0,5.0,4.0,56.0,"4,8",217.0,"12,6",58.0,"7,6",1.0
2025-01-08,1,1022.0,1.0,0,2.0,"0,1",2.0,2.0,5.0,5.0,58.0,"5,9",220.0,"12,3",60.0,"8,9",1.0
2025-01-08,2,1022.0,1.0,0,2.0,"0,1",2.0,1.0,4.0,4.0,57.0,"4,9",219.0,"12,2",61.0,"7,8",1.0
2025-01-08,3,1022.0,1.0,0,2.0,"0,1",2.0,1.0,3.0,4.0,59.0,"5,1",226.0,"12,3",61.0,"7,8",1.0
2025-01-08,4,1022.0,1.0,0,2.0,"0,1",3.0,4.0,3.0,8.0,58.0,"4,7",221.0,"12,1",63.0,"6,6",1.0
2025-01-08,5,1022.0,1.0,0,2.0,"0,1",2.0,3.0,4.0,6.0,55.0,"3,9",216.0,"11,8",63.0,"6,1",1.0
2025-01-08,6,1022.0,1.0,0,2.0,"0,1",2.0,9.0,6.0,13.0,49.0,"3,8",205.0,"11,4",65.0,"5,6",1.0
2025-01-08,7,1022.0,1.0,0,3.0,"0,1",6.0,22.0,10.0,32.0,40.0,"3,9",197.0,"11,6",66.0,"5,8",1.0
2025-01-08,8,1022.0,21.0,0,4.0,"0,1",13.0,32.0,18.0,52.0,30.0,"3,6",186.0,"11,6",67.0,"5,2",2.0
2025-01-08,9,1022.0,143.0,0,5.0,"0,1",10.0,26.0,23.0,41.0,36.0,"3,5",198.0,"12,8",64.0,"5,2",1.0
2025-01-08,10,1021.0,243.0,0,5.0,"0,1",12.0,24.0,22.0,42.0,36.0,"3,4",213.0,"13,9",59.0,"4,7",2.0
2025-01-08,11,1021.0,406.0,0,5.0,"0,1",15.0,23.0,23.0,45.0,38.0,"2,9",203.0,"15,9",54.0,"4,5",2.0
2025-01-08,12,1020.0,480.0,0,5.0,"0,1",18.0,21.0,26.0,49.0,44.0,"4,3",198.0,"17,1",49.0,"6,8",2.0
2025-01-08,13,1019.0,453.0,0,5.0,"0,1",9.0,15.0,25.0,28.0,49.0,"4,8",213.0,"18,4",41.0,"7,3",2.0
2025-01-08,14,1019.0,311.0,0,4.0,"0,1",9.0,18.0,15.0,32.0,49.0,"4,2",224.0,"19,1",39.0,"6,6",2.0
2025-01-08,15,1018.0,206.0,0,4.0,"0,1",13.0,23.0,16.0,42.0,45.0,"3,9",221.0,"19,4",35.0,"6,9",2.0
